generation,gain_enemy_5,kill_enemy_5,sigma_0,sigma_1,sigma_2,sigma_3
17,54.25000000000032,1.0,0.20355453815850796,0.3,0.24639573014321872,0.060301636557755355
17,52.60000000000032,1.0,0.06437992191175874,0.17002650990620932,0.11092212568237991,0.14821551081600343
17,57.400000000000325,1.0,0.2590253288893542,0.11335426639313764,0.2988224755318781,0.15516871316298833
17,56.80000000000032,1.0,0.3,0.09944729196298943,0.3,0.1599949182490048
18,57.70000000000033,1.0,0.14656834746806907,0.085512341408731,0.2576092543495601,0.11144990854025322
18,53.950000000000315,1.0,0.146170733516569,0.3,0.24552174600850904,0.06840131380917416
18,57.25000000000033,1.0,0.04693226331514469,0.16928076628182526,0.10270638040742024,0.1457415250007469
18,55.90000000000032,1.0,0.273004308831079,0.12288632730433155,0.2434210623237024,0.17149291613656636
18,55.900000000000325,1.0,0.3,0.10579198311479426,0.3,0.19879684933058905
19,59.20000000000033,1.0,0.18268696399610596,0.08445208824010088,0.3,0.11805532746850315
19,57.70000000000033,1.0,0.1230153363358301,0.2939649836501212,0.28212634387294316,0.0777974388503629
19,56.650000000000325,1.0,0.0343228428037307,0.2596998052931635,0.10025553625535052,0.14380420469170638
19,56.95000000000032,1.0,0.3,0.09832465887537062,0.2606259536991473,0.17341052832406362
19,55.60000000000032,1.0,0.3,0.11244372619208222,0.19046250537603746,0.18856903668070915
