generation,gain_enemy_5,kill_enemy_5,sigma_0,sigma_1,sigma_2,sigma_3
12,56.95000000000033,1.0,0.18498224552175785,0.15476730915957285,0.11312233703396922,0.06885046105393101
12,56.95000000000033,1.0,0.3,0.08460492703811676,0.13386221058042172,0.2960573936680561
13,58.900000000000325,1.0,0.14348594094884726,0.09613900777934051,0.3,0.11992369204449871
13,32.65000000000027,1.0,0.189982184624369,0.09582479518993477,0.29847840563522177,0.19263366001327845
13,54.550000000000324,1.0,0.1887765215093074,0.058098883242240086,0.23326671658404768,0.24785792624559377
13,54.55000000000032,1.0,0.22986656102878486,0.1837543257888778,0.13189753093724896,0.060439809425006936
13,55.75000000000032,1.0,0.3,0.07828509306165304,0.15238679142781725,0.29004726148141063
14,54.85000000000032,1.0,0.1338953572780337,0.0916459018566818,0.27645094624299504,0.12516378709136558
14,31.90000000000027,1.0,0.16425613497287872,0.10126512909145441,0.26292575002401797,0.21667286139587114
14,54.85000000000032,1.0,0.1797286984805555,0.08712821918917082,0.20473892253404335,0.243343860013209
14,56.50000000000033,1.0,0.21615935360460747,0.20432983288586326,0.12735588790409155,0.09083622244119009
14,57.85000000000032,1.0,0.3,0.07023616640009471,0.11987096347366723,0.3
15,55.300000000000324,1.0,0.1707008096345225,0.10743988512625972,0.18716432832848562,0.07364920702187996
15,25.75000000000025,1.0,0.18076102558422855,0.09622617189196321,0.24184502965839885,0.24479204801327883
15,56.800000000000324,1.0,0.17659535283946917,0.08342864510665178,0.21849822392435672,0.23892985970128242
15,58.150000000000325,1.0,0.22650403412320688,0.15870715380295464,0.10903666729146139,0.10744585545392182
15,56.20000000000033,1.0,0.3,0.07144573854360634,0.13345155139131848,0.3
16,57.550000000000324,1.0,0.17724590766497403,0.09603729507415822,0.13056031332460194,0.07740677289844355
16,36.550000000000274,1.0,0.19269733806598593,0.0960686316008705,0.3,0.18947708798241722
16,7.100000000000165,0.5,0.1599416990941678,0.07949572358838285,0.1937268874861305,0.1913517548658772
16,55.300000000000324,1.0,0.22217726769794063,0.18290830496704485,0.12810273192327085,0.09031504481087956
16,55.75000000000033,1.0,0.3,0.07911654930551928,0.12174458122640555,0.2512785992187838
17,55.15000000000032,1.0,0.1806665123881706,0.10466931157066173,0.14396526720006114,0.09733990036622515
17,37.750000000000284,1.0,0.1640393359509429,0.09399806211925094,0.29188916455893404,0.2135662464265404
17,57.10000000000032,1.0,0.2769283134351406,0.16839047814145203,0.1308406057724325,0.07501270326652086
17,56.050000000000324,1.0,0.3,0.09899095953203944,0.11408732879093117,0.1975915544393129
17,33.70000000000027,1.0,0.2235265114942472,0.08646245670311513,0.17421730994705784,0.21693139518823074
18,54.10000000000032,1.0,0.1452960335688465,0.10703461213170355,0.16630754494368308,0.08170428717134118
18,29.650000000000254,1.0,0.13952273912581892,0.09582279671391047,0.3,0.2382196507731107
18,56.95000000000032,1.0,0.2705879219153827,0.17334244089974682,0.11933007624631335,0.09943880721604154
18,56.95000000000032,1.0,0.3,0.10086194237179602,0.10739231839158841,0.19725295179272745
18,54.550000000000324,1.0,0.1839021814133672,0.0692611328286254,0.2213898643996836,0.2782125301654139
19,55.60000000000032,1.0,0.10190821626330743,0.12545473466796297,0.1716460443235353,0.08861296462437596
19,32.950000000000266,1.0,0.15200778242914798,0.06575715490416599,0.22505229374000707,0.2715612460965063
19,56.05000000000032,1.0,0.25451358403503577,0.16005778647315902,0.13714834142979462,0.09849841678656752
19,56.95000000000032,1.0,0.2854506018744073,0.12163410852035404,0.10368805501285733,0.23818032361380967
19,-100.0,0.0,0.14992092192881712,0.07696478383622077,0.1718783236340421,0.29806300301182986
